HOST_ID,TYPE,CITY,REVIEWS,RATING,GUESTS,ROOMS,PRICE,NUM_LIST,MULT_LIST,LAT,LONG,NAME
38026581,Entire home/apt,Lexington,9,5,5,2,300,1,No,38.04744,-84.499688,Luxury Condo Downtown Lexington
38106937,Private room,Lexington,26,4,2,1,30,1,No,38.02234,-84.512962,Coachlight Woods Townhome
38193245,Entire home/apt,Lexington,0,0,6,2,150,1,No,38.021409,-84.529779,Beautiful Home near UK & Keeneland
38601583,Private room,Lexington,6,5,2,1,50,1,No,38.108323,-84.539781,Quiet Room in Beautiful House
38605192,Entire home/apt,Lexington,0,0,2,1,450,1,No,37.97759,-84.539008,2015 breeders cup rental
38671447,Entire home/apt,Lexington,0,0,4,2,1000,1,No,38.008168,-84.491497,Spacious Town Home
38945922,Entire home/apt,Lexington,0,0,6,3,695,1,No,38.0332,-84.46578,Cape Cod home in Lexington
39259653,Entire home/apt,Lexington,7,5,4,2,95,1,No,37.95679,-84.451442,Cozy Country Setting
39349491,Entire home/apt,Lexington,6,5,8,3,300,1,No,38.022305,-84.496796,Charming colonial close to downtown
39391319,Entire home/apt,Lexington,4,4.5,2,1,32,1,No,38.033517,-84.516645,Modern apartment near downtown/UK
39458949,Entire home/apt,Lexington,0,0,4,2,950,1,No,38.053059,-84.503075,631 West Main St.
39540138,Entire home/apt,Lexington,0,0,6,3,590,1,No,38.090646,-84.553826,9 min. from Keeneland Breeders' Cup
39754039,Entire home/apt,Lexington,1,0,4,2,82,1,No,37.966213,-84.464961,Secluded Home in the Hartland Area!
39815175,Entire home/apt,Lexington,54,5,6,3,62,6,Yes,38.038605,-84.484184,Entire open spacious home.
39815175,Entire home/apt,Lexington,124,5,2,1,28,6,Yes,38.040474,-84.499578,UK/downtown flat 8
39815175,Entire home/apt,Lexington,48,4.5,2,1,35,6,Yes,38.040642,-84.495784,UK/Downtown getaway 4
39815175,Entire home/apt,Lexington,226,5,2,0,30,6,Yes,38.041423,-84.498881,Charming downtown/UK campus 5
39815175,Entire home/apt,Lexington,153,5,2,1,27,6,Yes,38.041645,-84.499548,Downtown/UK campus entire apartment 3
39815175,Entire home/apt,Lexington,188,4.5,2,1,29,6,Yes,38.042276,-84.500038,stylish down town/UK campus apt 7
39821961,Entire home/apt,Lexington,59,5,2,0,39,1,No,38.036321,-84.480017,Mentelle Park Guest House
40387437,Entire home/apt,Lexington,0,0,6,3,800,1,No,38.027536,-84.472803,Great House for Breeders Cup 2015
40604215,Entire home/apt,Lexington,0,0,6,3,700,1,No,38.01673,-84.517799,Extremely Nice and Elegant Property
40723117,Entire home/apt,Lexington,2,0,6,4,400,1,No,38.043512,-84.631531,Lovely house next to Keeneland
40743882,Entire home/apt,Midway,5,5,6,3,220,1,No,38.160629,-84.64356,Saddlestone Cottage - Bourbon Trail & Horse Farms
40988338,Entire home/apt,Lexington,15,5,10,3,600,1,No,38.047101,-84.502098,Historic Downtown Home
41090018,Entire home/apt,Lexington,2,0,8,3,500,1,No,38.000228,-84.498569,The Raven House
41764305,Entire home/apt,Lexington,0,0,6,2,200,1,No,38.037383,-84.47943,nice house;est. neighborhood 2 mi.
41840827,Entire home/apt,Lexington,0,0,6,3,600,1,No,37.975538,-84.500517,Charming & Spacious Kentucky Home
41901023,Entire home/apt,Lexington,0,0,6,3,1500,1,No,38.046983,-84.5029,Downtown historic home for Breeders
42129460,Entire home/apt,Lexington,0,0,6,4,1100,1,No,38.001391,-84.583344,BREEDERS' CUP-4 Miles to Keeneland
42831115,Entire home/apt,Lexington,0,0,6,3,400,1,No,37.972855,-84.557226,My comfortable dwelling
42912435,Entire home/apt,Paris,0,0,3,1,85,1,No,38.094158,-84.315352,Rutledge/McCoy farm
42923999,Entire home/apt,Lexington,0,0,6,3,759,1,No,38.033092,-84.489636,Charming home in downtown Lexington
43194307,Entire home/apt,Lexington,4,5,6,3,475,1,No,38.011318,-84.474601,Manor Estate
43204093,Entire home/apt,Lexington,0,0,4,2,400,1,No,38.030888,-84.471858,Home on Henry Clay Boulevard
43285446,Entire home/apt,Lexington,0,0,6,3,1600,1,No,38.045697,-84.503613,Old Kentucky Historic Home
43450188,Entire home/apt,Lexington,0,0,5,2,650,1,No,38.054989,-84.497619,Breeder's Cup Rental
43461938,Private room,Lexington,13,5,2,1,60,2,Yes,38.027279,-84.425091,1 Bedroom/1 Bath in Condo (Hamburg)
43461938,Entire home/apt,Lexington,13,5,4,2,115,2,Yes,38.027531,-84.424811,2 Bedroom/2.5 Bath Condo in Hamburg
43496981,Entire home/apt,Lexington,0,0,4,2,900,1,No,38.054148,-84.503132,1843 Renovated Downtown Gem
43508281,Entire home/apt,Lexington,10,5,7,4,300,1,No,37.97699,-84.504255,Rustic Cedar Cabin Hideaway!
43603865,Private room,Lexington,4,5,4,2,75,1,No,38.039706,-84.539968,"Charming 3BD home, 2BD available!"
43636408,Entire home/apt,Lexington,1,0,4,2,120,1,No,37.959624,-84.480876,Quiet Townhome Close to Everything
43704581,Entire home/apt,Lexington,0,0,6,3,1200,1,No,37.994804,-84.509988,Lexington home for the Breeders Cup
43731712,Private room,Lexington,29,5,4,1,45,1,No,38.048136,-84.488086,Charming home in downtown Lexington
43786535,Entire home/apt,Lexington,0,0,6,3,1200,1,No,38.06645,-84.530555,Breeders Cup Weekend Rental
43825877,Entire home/apt,Lexington,0,0,4,3,650,1,No,38.104243,-84.375029,Bluegrass Country Cottage /TB Farm
43941960,Entire home/apt,Lexington,3,5,6,4,450,1,No,38.048349,-84.50806,Historic Home downtown Lexington
43993729,Entire home/apt,Lexington,0,0,4,2,250,1,No,38.027973,-84.518875,Downtown rental for Breeders Cup
44024457,Entire home/apt,Lexington,14,4.5,4,2,70,1,No,38.048805,-84.50162,Downtown apt.
44267585,Entire home/apt,Lexington,14,5,6,3,300,1,No,37.996809,-84.496827,Home in the Heart of the Bluegrass
44281094,Entire home/apt,Lexington,0,0,4,2,500,1,No,38.019891,-84.53102,Charming Home - 6 miles to Keenland
44300008,Entire home/apt,Lexington,0,0,10,5,1200,1,No,38.030303,-84.485052,"Heart of Lexington, Ashland Park!"
44405563,Entire home/apt,Lexington,0,0,6,3,1200,1,No,38.066581,-84.531364,Breeders Cup Rental
44422528,Entire home/apt,Lexington,0,0,6,3,525,1,No,38.092519,-84.505017,Cute & Convenient!
44447810,Private room,Lexington,0,0,4,1,250,1,No,37.991588,-84.500144,Breeders Cup 2015 Condo Rental
44668238,Private room,Lexington,0,0,2,1,245,1,No,38.032312,-84.564287,Country French Home - Breeders' Cup
44739046,Entire home/apt,Lexington,3,4.5,10,4,245,3,Yes,38.036573,-84.496196,Casa Verde -  Artist's Bungalow Downtown
44739046,Entire home/apt,Lexington,0,0,4,2,214,3,Yes,38.050443,-84.491566,Mulberry Hill Townhouse
44739046,Entire home/apt,Lexington,1,0,10,3,495,3,Yes,38.146096,-84.390788,Harp Innis Farm -  A Lexington Bluegrass Estate
44842846,Private room,Lexington,37,5,2,1,33,1,No,38.059571,-84.487936,Private Guestroom in Historic Downtown
44954176,Entire home/apt,Lexington,1,0,4,1,150,1,No,38.04864,-84.495751,Downtown apt available for weekends
45004107,Entire home/apt,Lexington,17,5,2,1,129,1,No,38.058775,-84.491329,Marvelous duplex home
45078701,Entire home/apt,Lexington,0,0,4,2,250,1,No,37.976658,-84.490087,BREEDERS CUP Appian Way
45151784,Private room,Lexington,0,0,4,1,450,1,No,37.999456,-84.595923,Fran Lynch
45218158,Entire home/apt,Lexington,7,5,5,3,95,1,No,38.010776,-84.502705,Lower Level Home/Private Entrance
45295151,Private room,Lexington,13,5,2,1,75,1,No,38.029686,-84.475454,Ashland Estate in Kenwick
45312914,Entire home/apt,Lexington,0,0,4,2,425,1,No,38.000563,-84.567534,Close to the Breeders Cup Lexington
45321047,Entire home/apt,Lexington,0,0,8,4,1000,1,No,38.018283,-84.559776,New 2015 Townhome - near Keeneland!
45364044,Entire home/apt,Lexington,0,0,4,1,400,1,No,38.039858,-84.441883,1 bedroom apartment near i 75
45395486,Private room,Lexington,0,0,2,1,67,1,No,37.97248,-84.504405,Tates Creek Private Bedroom..
45477065,Entire home/apt,Lexington,5,5,5,2,99,1,No,38.053018,-84.467943,"Pet friendly Home in Lexington, KY"
45527537,Entire home/apt,Lexington,0,0,8,4,400,1,No,37.986657,-84.584884,"4Br, 2.5baths, good neighborhood"
45649720,Entire home/apt,Lexington,0,0,6,2,500,1,No,38.022987,-84.427224,Beautiful Townhome for Breeders Cup
45807771,Entire home/apt,Lexington,0,0,4,3,500,1,No,38.055046,-84.496007,Historic Downtown Flat
45936829,Entire home/apt,Lexington,0,0,6,3,399,1,No,38.016787,-84.39765,Breeders Cup *Unique Offer* - I75
45940825,Entire home/apt,Lexington,1,0,2,1,200,1,No,38.042126,-84.495924,Cozy Downtown Studio
45960498,Private room,Lexington,32,5,4,1,60,1,No,38.109134,-84.535456,"Bed, Bath, and Loft"
46001651,Entire home/apt,Lexington,0,0,7,3,800,1,No,38.094932,-84.527399,Large 1 family house 2500 sq. feet
46039005,Entire home/apt,Lexington,1,0,6,3,500,1,No,38.027718,-84.529482,Charming Ranch Convenient Location
46049026,Entire home/apt,Lexington,4,5,6,2,125,1,No,37.981366,-84.500982,Quiet Home Close to UK
46145967,Private room,Lexington,0,0,2,1,35,1,No,38.044004,-84.50161,"Private Room, historic district, Campus/Downtown"
46158167,Entire home/apt,Lexington,0,0,8,4,1000,1,No,38.004874,-84.412704,Model House on Golf Course!
46310032,Private room,Lexington,0,0,4,1,250,1,No,38.005448,-84.417625,Bottom floor entire space.
46373678,Private room,Lexington,0,0,3,1,330,1,No,38.05848,-84.4869,Historic Elsmere Park
46376515,Entire home/apt,Lexington,0,0,5,3,425,1,No,38.088998,-84.539044,BREEDER'S CUP GETAWAY VACATION HOME
46378394,Private room,Nicholasville,0,0,2,1,250,1,No,37.863251,-84.585317,"Master Suite south of Lexington, KY"
46406076,Entire home/apt,Nicholasville,0,0,10,5,1675,1,No,37.976318,-84.5903,Breeders' Cup Luxury Home
46501868,Entire home/apt,Lexington,1,0,5,2,165,1,No,38.031145,-84.474438,Kenwick Bungalow
46547622,Entire home/apt,Lexington,0,0,6,3,750,1,No,38.029248,-84.535844,Last Minute Breeders Cup
46563666,Entire home/apt,Lexington,0,0,6,3,700,1,No,38.009995,-84.471285,Great Condo For Breeders Cup Week
46564735,Entire home/apt,Lexington,12,5,6,3,195,1,No,37.988751,-84.438895,Cozy 2 Story. Lexington. Lake View!
46811591,Entire home/apt,Lexington,9,4.5,6,3,200,1,No,38.014628,-84.399805,Perfect Keeneland Bluegrass Getaway
46883611,Entire home/apt,Lexington,34,5,4,1,110,1,No,38.054207,-84.501,Downtown apartment above wine bar
47017323,Entire home/apt,Lexington,0,0,2,1,100,1,No,38.025541,-84.48021,Breeders Cup 1bed Chevy Chase
47110817,Entire home/apt,Lexington,0,0,2,1,116,3,Yes,37.971291,-84.520314,1BR/1BA just minutes away from the Fayette Mall
47110817,Entire home/apt,Lexington,0,0,2,1,120,3,Yes,37.99109,-84.398987,1BR/1BA Near Hamburg Pavilion and Jacobson Park
47110817,Entire home/apt,Lexington,0,0,4,2,145,3,Yes,38.011335,-84.422512,2BR/2BA Less Than a Mile from Hamburg Pavilion!
47140490,Entire home/apt,Lexington,0,0,6,3,1400,1,No,38.027266,-84.49009,Luxurious and great location!
47420956,Entire home/apt,Lexington,0,0,4,1,200,1,No,38.025509,-84.425893,Hamburg Farms Apts
47500096,Private room,Lexington,0,0,2,1,495,1,No,38.022709,-84.382233,One of a kind Luxury Bedroom Suite
47662784,Entire home/apt,Lexington,0,0,6,2,600,1,No,38.037178,-84.540256,Cozy home 2 BR 2 BA near Keeneland
48807876,Entire home/apt,Lexington,41,4.5,6,3,125,1,No,38.014726,-84.516276,Cozy Cottage Near UK
48960752,Private room,Lexington,23,4.5,2,1,45,1,No,38.039376,-84.519474,Spacious Bedroom Near Downtown/UK Campus
49729589,Entire home/apt,Lexington,0,0,16,10,149,1,No,38.016697,-84.444789,"Lexington, KY and Louisville, KY"
49795562,Entire home/apt,Lexington,7,4.5,3,1,69,1,No,38.046376,-84.50038,Downtown/Campus Lex Apt - Keeneland
49866271,Private room,Lexington,55,5,2,1,65,1,No,38.056338,-84.490606,Downtown Private Entry Bed & Bath
50386131,Private room,Lexington,0,0,2,1,80,1,No,38.016869,-84.452674,cozy bed at Richmond
51011950,Entire home/apt,Lexington,3,5,6,3,255,1,No,38.083448,-84.563646,"Minutes to Horsepark, Keenland & UK"
51425997,Private room,Nicholasville,21,5,2,1,60,2,Yes,37.854712,-84.605901,Peaceful Country Suite at The Farmette
51425997,Private room,Nicholasville,6,5,2,1,55,2,Yes,37.857264,-84.605086,Cozy Room with a View at The Farmette
51866939,Entire home/apt,Lexington,8,4.5,6,3,125,1,No,38.055434,-84.500981,Updated Downtown Lexington Kentucky Historic Home
52114377,Private room,Lexington,23,5,1,1,43,2,Yes,38.035648,-84.514442,Campus down PrivateRoom&PrivateBath
52114377,Private room,Lexington,1,0,4,2,100,2,Yes,38.035925,-84.516202,Two private rooms and bath OnCampus
52457889,Private room,Lexington,58,5,2,1,57,1,No,38.052989,-84.436268,Clean-Quiet-Private Guestroom w/ Private Bath
53228418,Entire home/apt,Lexington,17,5,5,2,80,1,No,38.037176,-84.463924,Cute 2Bedroom Minutes from Downtown
54117685,Entire home/apt,Lexington,0,0,5,2,48,1,No,37.972942,-84.459942,Spacious Bungalow convenient to Downtown Lexington
54329100,Entire home/apt,Lexington,0,0,2,1,95,1,No,38.055888,-84.488146,Charming Shotgun House in Historic Downtown
55129785,Entire home/apt,Lexington,14,5,2,1,75,1,No,37.995134,-84.4804,A Quiet Place - Close to everything!
55316022,Entire home/apt,Lexington,49,5,2,1,99,1,No,38.045988,-84.479173,New construction Urban Studio
55448217,Entire home/apt,Lexington,0,0,12,5,350,1,No,38.000431,-84.568062,"3,500 sq. ft. Home in Perfect Location"
55485288,Entire home/apt,Lexington,24,5,12,4,200,1,No,37.998176,-84.397645,"Spacious, cozy home for you!"
55792988,Entire home/apt,Lexington,39,5,4,2,92,1,No,38.024957,-84.533624,"Adorable cottage close to hospitals, UK & downtown"
56130860,Entire home/apt,Lexington,0,0,10,5,299,1,No,37.971152,-84.55663,Spacious house in lexington close to Fayette mall
56912146,Entire home/apt,Lexington,11,5,2,0,80,1,No,38.045518,-84.503215,Studio next to Rupp Arena and Hyatt
61258137,Entire home/apt,Lexington,8,5,6,3,325,1,No,38.026762,-84.479928,Cozy French Cottage on Ridgeway
62159669,Entire home/apt,Lexington,26,5,6,3,99,1,No,37.973071,-84.465391,EXCELLENT Location! Close to Shopping and More!!
63141058,Private room,Lexington,0,0,2,1,40,1,No,38.007889,-84.406273,Cozy bedroom in a great location!
63790379,Private room,Lexington,6,5,4,1,60,1,No,38.037777,-84.474423,The Walnut Room
64149437,Entire home/apt,Lexington,2,0,3,2,160,1,No,38.031967,-84.48064,"Bungalow Close to Downtown, Kenwick Neighborhood"
64803164,Entire home/apt,Lexington,21,5,5,3,80,1,No,38.055259,-84.486471,Newly Renovated NoLi Flat
64804299,Entire home/apt,Nicholasville,14,5,4,1,75,2,Yes,37.923263,-84.536437,Horse Lover's Dream Serene Studio
64804299,Entire home/apt,Nicholasville,9,5,5,1,99,2,Yes,37.923395,-84.536687,Amazing Horse Farm near Keeneland
65644627,Entire home/apt,Lexington,12,5,6,3,125,1,No,38.084059,-84.550265,Lexington Home Close to Keeneland
66052835,Entire home/apt,Lexington,13,5,5,1,89,2,Yes,38.0372,-84.486699,Great Main Street Apt Downtown Lex!
66052835,Entire home/apt,Lexington,8,4.5,6,1,99,2,Yes,38.039005,-84.487383,Historic Main St. Gorgeous Apt!
66196656,Private room,Lexington,1,0,2,1,50,1,No,37.98202,-84.475606,Private Room with Home Access
66427839,Entire home/apt,Lexington,42,5,2,1,95,1,No,38.045931,-84.503419,Downtown Lexington Condo
66517475,Entire home/apt,Lexington,2,0,6,2,115,1,No,38.050123,-84.559027,Stone Cottage At Calumet Spring
67333257,Private room,Paris,3,5,2,1,45,1,No,38.193929,-84.336892,Horse Country Room
67594835,Entire home/apt,Lexington,6,5,6,3,120,1,No,38.009377,-84.470808,Townhome on the Lake in the City!
69209944,Private room,Lexington,49,5,4,1,38,1,No,37.976981,-84.502575,Hidden Gem nestled in cul-de-sac
69866559,Private room,Lexington,26,5,5,1,66,1,No,37.999579,-84.414033,Southern Comfort
70494110,Entire home/apt,Lexington,4,5,6,3,160,1,No,38.009212,-84.491487,"3 bedroom home, central location. Close to UK."
70580025,Entire home/apt,Lexington,10,5,6,2,259,2,Yes,38.047442,-84.500452,Fantastic Downtown Condo overlooking Rupp Arena
70580025,Entire home/apt,Lexington,8,5,4,1,149,2,Yes,38.049548,-84.500745,One Bedroom Oasis in Downtown Lexington
71203464,Entire home/apt,Lexington,2,0,6,2,88,1,No,38.037873,-84.490825,A quaint townhouse near downtown with two bedrooms
71367046,Entire home/apt,Lexington,3,5,3,1,75,1,No,38.044357,-84.500383,"Walk to Rupp Arena, UK and Downtown"
72333240,Private room,Lexington,0,0,2,1,99,1,No,38.090632,-84.476889,Cozy 2BD & FREE PARKING.
72470131,Entire home/apt,Winchester,6,5,6,3,300,1,No,37.941993,-84.283448,The Peach House: Kentucky's Vineyard Getaway
73930302,Entire home/apt,Lexington,19,5,4,2,70,1,No,38.001231,-84.396971,2 bedroom 2 bath home
74665206,Private room,Paris,0,0,4,1,185,3,Yes,38.128715,-84.337086,Beautiful basement apartment .
74665206,Entire home/apt,Paris,0,0,4,1,185,3,Yes,38.128943,-84.338614,Beautiful Guest Cabin
74665206,Entire home/apt,Paris,0,0,9,4,375,3,Yes,38.130065,-84.337536,HILL TOP FARM Bourbon County
74690112,Entire home/apt,Lexington,2,0,4,1,115,1,No,37.986256,-84.430734,Nice Cozy Apartment Closer Horse Park in Lexington
75470973,Entire home/apt,Lexington,12,5,9,3,295,1,No,38.052427,-84.494923,Historic and elegant Morrison Cabin built in 1787
76773230,Entire home/apt,Lexington,12,5,4,1,55,1,No,38.006793,-84.422052,Cozy and modern 1 bedroom apartment
79864139,Entire home/apt,Lexington,1,0,4,3,150,1,No,38.045008,-84.425967,Nice home by Hamburg pavilion/rupp
79864769,Private room,Lexington,3,5,2,1,65,1,No,37.982105,-84.491364,Private Living Area & Guestroom near UK & Downtown
80113951,Private room,Lexington,11,5,2,1,30,1,No,38.033867,-84.541567,Great home close to everything!
82070062,Entire home/apt,Lexington,0,0,6,4,290,1,No,38.029636,-84.477573,Spacious home next to historic park/downtown
82311784,Entire home/apt,Lexington,0,0,3,0,44,3,Yes,38.025819,-84.511816,"GREAT LOCATION, COZY & PRIVATE!!!"
82311784,Entire home/apt,Lexington,0,0,8,3,195,3,Yes,38.027126,-84.511742,LOCATION!!! Remodeled and Luxury!!!
82311784,Entire home/apt,Lexington,5,5,2,0,46,3,Yes,38.034144,-84.518352,Luxury Brand New Suite in Downtown/UK Campus Area
82500561,Entire home/apt,Lexington,10,4,8,3,150,1,No,38.085404,-84.466844,Large ranch home near downtown
83166704,Entire home/apt,Lexington,0,0,2,1,60,1,No,38.044229,-84.546901,Apartment close to airport/Keenland/downtown
84334061,Entire home/apt,Lexington,12,5,3,1,69,1,No,38.034318,-84.467142,Cozy 1 bedroom close to downtown
85378099,Private room,Lexington,0,0,2,1,30,1,No,37.986519,-84.495669,Cozy private room in quiet scenic neighorhood
90857838,Private room,Lexington,0,0,2,1,70,1,No,38.029893,-84.494379,"Close, Convenient, and Cozy Room"
91312669,Entire home/apt,Lexington,12,5,7,3,75,1,No,38.084339,-84.550955,Family Home on Leestown near Airport & Keeneland
91768015,Private room,Lexington,6,5,2,1,75,2,Yes,38.051094,-84.502385,Faulkner Suite in the heart of downtown Lexington
91768015,Private room,Lexington,8,4.5,2,1,75,2,Yes,38.051792,-84.50281,Historic Belle Breezing Suite on Short Street
92967606,Private room,Lexington,2,0,2,1,49,1,No,38.002749,-84.475198,Anahata's Air BnB
94861758,Entire home/apt,Lexington,7,5,4,2,60,1,No,37.976681,-84.517542,"Cute home, access to all of Lex!"
96323437,Entire home/apt,Nicholasville,0,0,2,1,150,2,Yes,37.914916,-84.618507,Full floor-Pvt Home-LR.Bd&Bath2000s
96323437,Entire home/apt,Nicholasville,1,0,4,1,59,2,Yes,37.919091,-84.617513,Horse Country Carriage House
96443651,Entire home/apt,Lexington,5,5,10,5,235,1,No,37.990451,-84.373192,Full house & farm on edge of SE Lexington.
96851253,Entire home/apt,Lexington,2,0,5,2,69,2,Yes,38.035317,-84.489158,My Woodland Park - University of Kentucky Pad #23
96851253,Entire home/apt,Lexington,11,5,2,1,69,2,Yes,38.03551,-84.488371,My Downtown Lexington / University of Kentucky #09
97310454,Entire home/apt,Lexington,3,5,5,3,500,1,No,38.045847,-84.505374,Modern 3 bedroom w/ garage downtown
97330197,Entire home/apt,Lexington,0,0,10,6,800,1,No,38.024353,-84.570946,Executive home
97663127,Private room,Lexington,42,5,2,1,35,1,No,38.094366,-84.543729,PRIVATE ROOM & BATHROOM - QUIET SAFE NEIGHBORHOOD
97691777,Entire home/apt,Lexington,16,5,4,2,70,1,No,38.005265,-84.432025,Spacious Townhouse Near Hamburg and I-75
98994985,Entire home/apt,Lexington,29,5,3,1,89,1,No,38.049211,-84.505964,Private Apartment in Downtown Victorian Home
99923316,Entire home/apt,Lexington,8,5,6,2,85,1,No,38.043975,-84.504203,UK Campus/Downtown: Best in Show 2 Bedroom Condo
100342299,Entire home/apt,Lexington,4,4.5,4,2,95,1,No,38.050656,-84.487476,Downtown Bungalow with large fenced yard
101163726,Entire home/apt,Lexington,2,0,8,2,77,1,No,38.064003,-84.505545,Row house close to it all! Rupp/UK/Keeneland/Food
101745118,Private room,Lexington,2,0,2,1,31,1,No,37.991609,-84.457492,Private room
103104686,Entire home/apt,Lexington,0,0,10,5,303,2,Yes,37.990455,-84.442782,Prime 5BR Lexington House On Lake Ellerslie!
103104686,Entire home/apt,Lexington,0,0,13,5,379,2,Yes,37.992137,-84.445014,5BR Lexington House Right On Lake Ellerslie!
105147433,Entire home/apt,Lexington,0,0,6,3,125,1,No,38.014694,-84.516975,Comfortable Home Near UK and Rupp Arena
105260453,Private room,Lexington ,4,5,2,1,36,1,No,37.992979,-84.585607,Upscale Two Bedroom Apartment
105337153,Private room,Lexington,0,0,2,1,50,1,No,38.034297,-84.461138,"Clean, single short-stay bedroom/bath"
105644655,Private room,Lexington,6,5,2,1,25,1,No,38.086718,-84.503725,Private room & bath near downtown.
105851337,Entire home/apt,Lexington,4,4.5,3,1,59,1,No,38.06318,-84.505901,Downtown vacation home with one bed/bath/kitchen
106151032,Entire home/apt,Lexington,0,0,4,1,90,1,No,38.033268,-84.557923,The Georgian in Lexington Kentucky
107190018,Private room,Lexington,0,0,4,2,50,1,No,38.016125,-84.395935,Private Room in Hamburg
109259901,Entire home/apt,Lexington,0,0,8,4,500,1,No,38.012853,-84.384714,Walnut Grove Estate Home
111049272,Entire home/apt,Lexington,5,4.5,8,2,110,1,No,38.052276,-84.496387,Historic Townhouse in the Heart of Downtown
112351730,Private room,Georgetown,0,0,2,1,30,1,No,38.192691,-84.575372,Master Bedroom with private bath
113523418,Entire home/apt,Lexington,0,0,4,2,161,1,No,38.034497,-84.492285,Woodland Park Overlook
114837164,Private room,Georgetown,0,0,2,1,37,1,No,38.187888,-84.571001,Cozy private room and bath
116424537,Entire home/apt,Lexington,0,0,5,2,90,1,No,38.043265,-84.50446,Stylish Downtown/UK 2BR Apartment
